0	2399	4369	2614	1971	2083	2324	4356	1686	1993	2054
2399	0	4778	2357	2788	2877	2875	4900	2830	2832	2824
4369	4778	0	4455	4418	4776	4347	273	5052	4556	4361
2614	2357	4455	0	3110	3222	2923	4565	3107	3116	3129
1971	2788	4418	3110	0	286	3129	4612	663	266	319
2083	2877	4776	3222	286	0	3243	4990	676	309	279
2324	2875	4347	2923	3129	3243	0	4424	3223	3147	3164
4356	4900	273	4565	4612	4990	4424	0	5029	4686	4579
1686	2830	5052	3107	663	676	3223	5029	0	674	705
1993	2832	4556	3116	266	309	3147	4686	674	0	339
2054	2824	4361	3129	319	279	3164	4579	705	339	0
