0	3943	277	3807	3844	3960	3810	1480	252	219	292
3943	0	3999	1244	2705	2780	1237	3594	4123	3966	4103
277	3999	0	3904	3907	4000	3890	1503	237	290	279
3807	1244	3904	0	2580	2650	1485	3461	4046	3868	3961
3844	2705	3907	2580	0	369	2533	2690	4104	3874	3948
3960	2780	4000	2650	369	0	2626	2830	4210	3987	4103
3810	1237	3890	1485	2533	2626	0	3483	4051	3841	3952
1480	3594	1503	3461	2690	2830	3483	0	1631	1505	1602
252	4123	237	4046	4104	4210	4051	1631	0	288	148
219	3966	290	3868	3874	3987	3841	1505	288	0	293
292	4103	279	3961	3948	4103	3952	1602	148	293	0
