0	3677	341	3041	2400	3810	3618	1362	2731	739	947
3677	0	3663	3064	3598	3606	3347	3731	3815	3679	3736
341	3663	0	3052	2306	3883	3537	1219	2593	838	915
3041	3064	3052	0	3260	3360	2548	2627	3225	3221	2956
2400	3598	2306	3260	0	1994	3024	2780	3141	1836	3020
3810	3606	3883	3360	1994	0	3183	3563	2933	3281	3159
3618	3347	3537	2548	3024	3183	0	2746	3097	3492	3305
1362	3731	1219	2627	2780	3563	2746	0	2532	1809	1104
2731	3815	2593	3225	3141	2933	3097	2532	0	3184	1940
739	3679	838	3221	1836	3281	3492	1809	3184	0	1498
947	3736	915	2956	3020	3159	3305	1104	1940	1498	0
