0	3858	218	3975	2916	3808	3793	2083	196	554	230
3858	0	3534	1284	2656	2827	1246	3388	3807	4015	3674
218	3534	0	3570	2888	3784	3159	1454	212	244	250
3975	1284	3570	0	2582	2739	1534	3304	3702	4268	3837
2916	2656	2888	2582	0	345	2513	2081	3086	3978	3854
3808	2827	3784	2739	345	0	2667	2209	3532	3700	3158
3793	1246	3159	1534	2513	2667	0	3291	3855	3986	3549
2083	3388	1454	3304	2081	2209	3291	0	1227	1137	1186
196	3807	212	3702	3086	3532	3855	1227	0	217	115
554	4015	244	4268	3978	3700	3986	1137	217	0	461
230	3674	250	3837	3854	3158	3549	1186	115	461	0
