0	3884	375	3699	3497	3656	3580	1386	253	224	288
3884	0	3795	1859	2532	2721	2048	3528	4028	3819	3922
375	3795	0	3684	3478	3615	3590	1462	425	381	473
3699	1859	3684	0	2488	2659	2060	3387	3903	3698	3766
3497	2532	3478	2488	0	293	2361	2458	3728	3491	3539
3656	2721	3615	2659	293	0	2516	2582	3844	3619	3710
3580	2048	3590	2060	2361	2516	0	3306	3791	3612	3679
1386	3528	1462	3387	2458	2582	3306	0	1479	1356	1426
253	4028	425	3903	3728	3844	3791	1479	0	269	152
224	3819	381	3698	3491	3619	3612	1356	269	0	295
288	3922	473	3766	3539	3710	3679	1426	152	295	0
