0	4925	4532	4134	2834	4891	3900	138	197	104	4683
4925	0	1290	4926	4472	1173	4693	4915	4952	4862	1246
4532	1290	0	4788	4260	369	4550	4536	4555	4479	321
4134	4926	4788	0	3775	4924	2645	4167	4217	4104	4863
2834	4472	4260	3775	0	4477	3629	2864	2889	2786	4276
4891	1173	369	4924	4477	0	4683	4908	4933	4862	291
3900	4693	4550	2645	3629	4683	0	3933	3984	3868	4590
138	4915	4536	4167	2864	4908	3933	0	200	116	4643
197	4952	4555	4217	2889	4933	3984	200	0	138	4698
104	4862	4479	4104	2786	4862	3868	116	138	0	4658
4683	1246	321	4863	4276	291	4590	4643	4698	4658	0
