0	5241	106	4153	2805	3057	4865	1876	142	74	95
5241	0	5367	2706	4879	2512	2780	4970	5321	5305	5330
106	5367	0	4222	2855	3122	4861	1901	162	98	118
4153	2706	4222	0	4558	3460	3087	4183	4221	4168	4172
2805	4879	2855	4558	0	2612	3535	1129	2850	2830	2829
3057	2512	3122	3460	2612	0	4436	2734	3113	3102	3085
4865	2780	4861	3087	3535	4436	0	3779	4923	4816	4884
1876	4970	1901	4183	1129	2734	3779	0	1942	1867	1893
142	5321	162	4221	2850	3113	4923	1942	0	132	156
74	5305	98	4168	2830	3102	4816	1867	132	0	86
95	5330	118	4172	2829	3085	4884	1893	156	86	0
