0	4760	4559	4328	4584	4662	4518	4675	4728	4564	4662
4760	0	2730	2514	2107	2181	737	2596	2855	2696	2775
4559	2730	0	2586	2527	2634	2492	1075	193	230	222
4328	2514	2586	0	2354	2471	2282	2534	2753	2588	2668
4584	2107	2527	2354	0	317	1922	1883	2767	2534	2585
4662	2181	2634	2471	317	0	1994	1947	2853	2659	2701
4518	737	2492	2282	1922	1994	0	2365	2632	2477	2544
4675	2596	1075	2534	1883	1947	2365	0	1154	1037	1103
4728	2855	193	2753	2767	2853	2632	1154	0	221	111
4564	2696	230	2588	2534	2659	2477	1037	221	0	227
4662	2775	222	2668	2585	2701	2544	1103	111	227	0
