0	2703	1353	2613	2319	2274	2508	1424	1212	2157	1546
2703	0	2534	2191	2576	2789	2588	2600	2753	2585	2405
1353	2534	0	2489	2445	2344	2530	1799	2244	1760	1122
2613	2191	2489	0	2335	2735	2292	2611	2679	2577	2336
2319	2576	2445	2335	0	2195	2307	2312	2249	1753	2154
2274	2789	2344	2735	2195	0	2695	2094	2473	2212	2631
2508	2588	2530	2292	2307	2695	0	2516	2577	2520	2513
1424	2600	1799	2611	2312	2094	2516	0	1565	1848	2255
1212	2753	2244	2679	2249	2473	2577	1565	0	2347	1912
2157	2585	1760	2577	1753	2212	2520	1848	2347	0	2309
1546	2405	1122	2336	2154	2631	2513	2255	1912	2309	0
