0	4287	5222	3594	1090	5421	3177	196	181	157	5214
4287	0	2981	4524	4062	3097	4330	4391	4381	4312	2989
5222	2981	0	4964	4939	291	4429	5308	5278	5194	242
3594	4524	4964	0	3289	5070	3218	3610	3600	3589	4997
1090	4062	4939	3289	0	5235	3019	1137	1143	1108	5074
5421	3097	291	5070	5235	0	4583	5531	5534	5453	285
3177	4330	4429	3218	3019	4583	0	3246	3237	3196	4477
196	4391	5308	3610	1137	5531	3246	0	173	173	5329
181	4381	5278	3600	1143	5534	3237	173	0	159	5304
157	4312	5194	3589	1108	5453	3196	173	159	0	5207
5214	2989	242	4997	5074	285	4477	5329	5304	5207	0
