0	3090	434	3128	2503	2275	3701	1434	381	387	472
3090	0	3135	3035	3233	3256	3498	3348	3232	3148	3234
434	3135	0	3214	2505	2512	3625	1294	210	271	247
3128	3035	3214	0	3149	2770	3213	3255	3327	3203	3268
2503	3233	2505	3149	0	1569	3009	2855	2672	2577	2605
2275	3256	2512	2770	1569	0	3112	2931	2593	2514	2566
3701	3498	3625	3213	3009	3112	0	3687	3762	3652	3667
1434	3348	1294	3255	2855	2931	3687	0	1393	1326	1375
381	3232	210	3327	2672	2593	3762	1393	0	205	119
387	3148	271	3203	2577	2514	3652	1326	205	0	250
472	3234	247	3268	2605	2566	3667	1375	119	250	0
