0	4943	258	4754	267	253	5066	1895	216	231	252
4943	0	4947	2188	4949	5133	3007	4250	5140	4977	4942
258	4947	0	4733	368	328	4993	1903	226	310	290
4754	2188	4733	0	4722	4955	2469	3765	4946	4761	4780
267	4949	368	4722	0	328	5057	1914	315	309	352
253	5133	328	4955	328	0	5350	2063	266	302	355
5066	3007	4993	2469	5057	5350	0	3731	5338	5079	5107
1895	4250	1903	3765	1914	2063	3731	0	2017	1882	1972
216	5140	226	4946	315	266	5338	2017	0	273	177
231	4977	310	4761	309	302	5079	1882	273	0	327
252	4942	290	4780	352	355	5107	1972	177	327	0
