0	2832	278	2388	887	811	2618	1101	427	282	286
2832	0	2871	2219	2942	2847	2343	3053	2918	2839	2869
278	2871	0	2338	810	759	2592	1047	307	166	157
2388	2219	2338	0	2496	2531	2094	2625	2486	2395	2388
887	2942	810	2496	0	1442	2712	1822	912	815	855
811	2847	759	2531	1442	0	2665	1208	813	763	722
2618	2343	2592	2094	2712	2665	0	2867	2684	2620	2650
1101	3053	1047	2625	1822	1208	2867	0	1173	1039	1081
427	2918	307	2486	912	813	2684	1173	0	336	341
282	2839	166	2395	815	763	2620	1039	336	0	176
286	2869	157	2388	855	722	2650	1081	341	176	0
