0	4103	326	3979	3931	4058	3973	1545	286	271	324
4103	0	4025	1239	2776	2894	1246	3704	4215	4045	4123
326	4025	0	3913	3916	4022	3936	1559	292	329	348
3979	1239	3913	0	2680	2785	1520	3567	4122	3941	4011
3931	2776	3916	2680	0	307	2676	2693	4138	3893	3948
4058	2894	4022	2785	307	0	2786	2864	4264	4066	4154
3973	1246	3936	1520	2676	2786	0	3595	4108	3958	4013
1545	3704	1559	3567	2693	2864	3595	0	1691	1551	1638
286	4215	292	4122	4138	4264	4108	1691	0	309	149
271	4045	329	3941	3893	4066	3958	1551	309	0	338
324	4123	348	4011	3948	4154	4013	1638	149	338	0
