0	4043	2230	4055	4172	3114	3964	3318	1988	2671	434
4043	0	2803	3238	2889	2890	3202	3637	2815	3611	4108
2230	2803	0	3058	2986	1641	2970	2957	811	2674	2488
4055	3238	3058	0	3439	3331	2318	3237	3159	3172	4022
4172	2889	2986	3439	0	2514	3189	3313	3007	3177	4244
3114	2890	1641	3331	2514	0	3217	3281	2331	3291	3420
3964	3202	2970	2318	3189	3217	0	3136	3103	3118	4046
3318	3637	2957	3237	3313	3281	3136	0	2854	832	3392
1988	2815	811	3159	3007	2331	3103	2854	0	2257	1789
2671	3611	2674	3172	3177	3291	3118	832	2257	0	2757
434	4108	2488	4022	4244	3420	4046	3392	1789	2757	0
