0	3811	1487	3338	1330	2380	3606	2037	1446	2393	1478
3811	0	4275	2806	3096	4074	1514	4048	4360	2883	4354
1487	4275	0	3427	2607	1471	4066	930	145	2809	150
3338	2806	3427	0	2835	3312	2414	3311	3502	3263	3444
1330	3096	2607	2835	0	2227	2896	2753	2630	3551	2583
2380	4074	1471	3312	2227	0	3820	1529	1581	3929	1498
3606	1514	4066	2414	2896	3820	0	3803	4136	2839	4116
2037	4048	930	3311	2753	1529	3803	0	1000	2955	1005
1446	4360	145	3502	2630	1581	4136	1000	0	2835	97
2393	2883	2809	3263	3551	3929	2839	2955	2835	0	2841
1478	4354	150	3444	2583	1498	4116	1005	97	2841	0
