0	5594	84	4393	258	3906	5304	232	162	77	90
5594	0	5581	2737	5563	3156	1740	5552	5623	5614	5582
84	5581	0	4397	280	3853	5312	232	137	86	87
4393	2737	4397	0	4404	3327	2466	4408	4447	4457	4383
258	5563	280	4404	0	3850	5295	238	324	230	280
3906	3156	3853	3327	3850	0	3012	3852	3934	3914	3865
5304	1740	5312	2466	5295	3012	0	5312	5365	5291	5287
232	5552	232	4408	238	3852	5312	0	301	226	237
162	5623	137	4447	324	3934	5365	301	0	143	155
77	5614	86	4457	230	3914	5291	226	143	0	96
90	5582	87	4383	280	3865	5287	237	155	96	0
