0	2877	216	2610	591	313	2527	2108	1156	181	225
2877	0	2910	2318	2940	2987	2613	2933	2976	2889	2902
216	2910	0	2610	595	309	2564	2188	1077	248	173
2610	2318	2610	0	2621	2675	2261	2811	2568	2594	2581
591	2940	595	2621	0	581	2593	2387	931	618	631
313	2987	309	2675	581	0	2624	2208	1279	329	316
2527	2613	2564	2261	2593	2624	0	2839	2632	2531	2528
2108	2933	2188	2811	2387	2208	2839	0	2975	2149	2161
1156	2976	1077	2568	931	1279	2632	2975	0	1158	1102
181	2889	248	2594	618	329	2531	2149	1158	0	253
225	2902	173	2581	631	316	2528	2161	1102	253	0
