0	2944	481	2682	2076	1797	2696	826	1303	508	1113
2944	0	3088	2695	2808	3009	2657	3023	2918	2899	2939
481	3088	0	2739	2233	1917	2750	1018	1318	767	1079
2682	2695	2739	0	2709	2831	2375	2856	2741	2691	2762
2076	2808	2233	2709	0	1269	2710	1908	2046	1938	2143
1797	3009	1917	2831	1269	0	2851	1651	2034	1436	1865
2696	2657	2750	2375	2710	2851	0	2807	2757	2655	2822
826	3023	1018	2856	1908	1651	2807	0	1598	369	1468
1303	2918	1318	2741	2046	2034	2757	1598	0	1319	576
508	2899	767	2691	1938	1436	2655	369	1319	0	1202
1113	2939	1079	2762	2143	1865	2822	1468	576	1202	0
