0	2735	222	2645	2797	2881	2625	1077	218	181	258
2735	0	2783	1186	2965	3025	1402	2902	2893	2729	2806
222	2783	0	2664	2808	2874	2649	1134	221	265	270
2645	1186	2664	0	2780	2839	1153	2752	2784	2614	2725
2797	2965	2808	2780	0	353	2809	2004	3018	2825	2914
2881	3025	2874	2839	353	0	2871	2091	3049	2855	2943
2625	1402	2649	1153	2809	2871	0	2756	2774	2623	2716
1077	2902	1134	2752	2004	2091	2756	0	1219	1111	1173
218	2893	221	2784	3018	3049	2774	1219	0	250	125
181	2729	265	2614	2825	2855	2623	1111	250	0	278
258	2806	270	2725	2914	2943	2716	1173	125	278	0
