0	3323	276	3231	3186	3336	3269	1263	258	218	294
3323	0	3307	1101	2345	2430	1090	3042	3488	3408	3436
276	3307	0	3173	3102	3291	3214	1285	262	282	319
3231	1101	3173	0	2217	2326	1316	2921	3376	3274	3332
3186	2345	3102	2217	0	294	2237	2163	3353	3224	3232
3336	2430	3291	2326	294	0	2327	2343	3526	3371	3407
3269	1090	3214	1316	2237	2327	0	2974	3411	3278	3339
1263	3042	1285	2921	2163	2343	2974	0	1393	1292	1365
258	3488	262	3376	3353	3526	3411	1393	0	261	157
218	3408	282	3274	3224	3371	3278	1292	261	0	309
294	3436	319	3332	3232	3407	3339	1365	157	309	0
