0	3677	315	3572	3539	3722	3566	1402	280	233	306
3677	0	3658	1191	2577	2702	1153	3383	3859	3670	3737
315	3658	0	3560	3560	3664	3535	1432	264	331	301
3572	1191	3560	0	2496	2596	1429	3280	3775	3564	3678
3539	2577	3560	2496	0	305	2426	2461	3785	3572	3632
3722	2702	3664	2596	305	0	2570	2659	3958	3723	3827
3566	1153	3535	1429	2426	2570	0	3282	3764	3556	3659
1402	3383	1432	3280	2461	2659	3282	0	1547	1406	1510
280	3859	264	3775	3785	3958	3764	1547	0	283	150
233	3670	331	3564	3572	3723	3556	1406	283	0	324
306	3737	301	3678	3632	3827	3659	1510	150	324	0
