0	3612	295	3484	3403	3617	3518	1371	285	253	301
3612	0	3536	1138	2414	2564	1114	3286	3745	3611	3699
295	3536	0	3375	3424	3545	3409	1338	275	298	331
3484	1138	3375	0	2299	2463	1352	3134	3617	3478	3572
3403	2414	3424	2299	0	299	2313	2396	3655	3408	3558
3617	2564	3545	2463	299	0	2464	2602	3818	3595	3784
3518	1114	3409	1352	2313	2464	0	3189	3664	3534	3606
1371	3286	1338	3134	2396	2602	3189	0	1476	1352	1448
285	3745	275	3617	3655	3818	3664	1476	0	298	186
253	3611	298	3478	3408	3595	3534	1352	298	0	343
301	3699	331	3572	3558	3784	3606	1448	186	343	0
