0	3337	325	2824	1361	325	2741	286	1594	146	1342
3337	0	3239	3103	3275	3307	3116	3278	3097	3271	3362
325	3239	0	2812	1421	389	2684	458	1777	305	1573
2824	3103	2812	0	2954	2824	2378	2822	2784	2775	2873
1361	3275	1421	2954	0	1248	2891	1208	1661	1320	1392
325	3307	389	2824	1248	0	2752	404	1749	255	1511
2741	3116	2684	2378	2891	2752	0	2766	2581	2702	2868
286	3278	458	2822	1208	404	2766	0	1538	244	1299
1594	3097	1777	2784	1661	1749	2581	1538	0	1580	1116
146	3271	305	2775	1320	255	2702	244	1580	0	1346
1342	3362	1573	2873	1392	1511	2868	1299	1116	1346	0
