0	5578	253	4927	273	249	5405	1939	223	237	287
5578	0	5582	2201	5535	5795	2455	4999	5767	5589	5649
253	5582	0	4913	331	318	5397	1937	207	292	241
4927	2201	4913	0	4865	5147	2553	4035	5131	4937	4944
273	5535	331	4865	0	324	5349	1905	308	321	360
249	5795	318	5147	324	0	5623	2074	263	315	358
5405	2455	5397	2553	5349	5623	0	4621	5610	5375	5433
1939	4999	1937	4035	1905	2074	4621	0	2013	1917	1961
223	5767	207	5131	308	263	5610	2013	0	274	218
237	5589	292	4937	321	315	5375	1917	274	0	352
287	5649	241	4944	360	358	5433	1961	218	352	0
