0	3608	1456	3489	2420	3122	3512	3437	3386	1487	3495
3608	0	3877	3451	2602	2627	3475	3099	3103	4104	3135
1456	3877	0	3496	3704	3915	3580	3737	2074	827	2282
3489	3451	3496	0	3004	3132	2537	2890	3474	3917	3478
2420	2602	3704	3004	0	913	3006	2137	2815	3428	2816
3122	2627	3915	3132	913	0	3148	2478	3024	4147	2990
3512	3475	3580	2537	3006	3148	0	2894	3239	3795	3225
3437	3099	3737	2890	2137	2478	2894	0	3160	4041	3097
3386	3103	2074	3474	2815	3024	3239	3160	0	2142	280
1487	4104	827	3917	3428	4147	3795	4041	2142	0	2368
3495	3135	2282	3478	2816	2990	3225	3097	280	2368	0
