0	2763	1200	2449	1650	1472	2471	1712	1399	2248	1131
2763	0	2658	2346	2731	2784	2725	2645	2624	2352	2692
1200	2658	0	2136	2520	2104	2488	841	667	1778	343
2449	2346	2136	0	2526	2512	2340	2286	2183	2057	2131
1650	2731	2520	2526	0	1238	2496	2508	2581	2330	2491
1472	2784	2104	2512	1238	0	2693	2846	1924	2405	2272
2471	2725	2488	2340	2496	2693	0	2679	2511	2637	2499
1712	2645	841	2286	2508	2846	2679	0	1198	1373	744
1399	2624	667	2183	2581	1924	2511	1198	0	1966	729
2248	2352	1778	2057	2330	2405	2637	1373	1966	0	1726
1131	2692	343	2131	2491	2272	2499	744	729	1726	0
