0	2399	1852	2220	2076	2087	2224	2268	1981	1916	1934
2399	0	1199	949	1224	1174	1211	1154	1305	1200	1126
1852	1199	0	1161	1131	720	1194	867	810	556	928
2220	949	1161	0	1122	1107	971	1130	1254	1134	1126
2076	1224	1131	1122	0	914	1151	1118	731	1010	875
2087	1174	720	1107	914	0	1220	1068	1143	905	1018
2224	1211	1194	971	1151	1220	0	1165	1220	1122	1093
2268	1154	867	1130	1118	1068	1165	0	1119	553	733
1981	1305	810	1254	731	1143	1220	1119	0	738	829
1916	1200	556	1134	1010	905	1122	553	738	0	747
1934	1126	928	1126	875	1018	1093	733	829	747	0
