0	5152	4950	4713	4892	5005	4933	4973	5053	4983	4912
5152	0	2873	2476	3012	3041	1047	2971	2977	2894	2940
4950	2873	0	2760	2752	2821	2679	1122	211	259	237
4713	2476	2760	0	2248	2302	1857	2530	2954	2797	2858
4892	3012	2752	2248	0	338	2426	1995	2961	2771	2806
5005	3041	2821	2302	338	0	2467	2069	3033	2819	2899
4933	1047	2679	1857	2426	2467	0	2544	2808	2693	2754
4973	2971	1122	2530	1995	2069	2544	0	1235	1096	1183
5053	2977	211	2954	2961	3033	2808	1235	0	251	111
4983	2894	259	2797	2771	2819	2693	1096	251	0	265
4912	2940	237	2858	2806	2899	2754	1183	111	265	0
