0	2920	196	2792	2938	3024	2766	1142	224	201	265
2920	0	2913	1221	3035	3169	1472	3031	3024	2920	3030
196	2913	0	2828	2899	2978	2789	1157	211	252	247
2792	1221	2828	0	2869	3003	1154	2887	2917	2785	2919
2938	3035	2899	2869	0	327	2876	2082	3125	2910	3032
3024	3169	2978	3003	327	0	3007	2206	3221	3041	3137
2766	1472	2789	1154	2876	3007	0	2882	2884	2753	2871
1142	3031	1157	2887	2082	2206	2882	0	1252	1140	1238
224	3024	211	2917	3125	3221	2884	1252	0	259	120
201	2920	252	2785	2910	3041	2753	1140	259	0	286
265	3030	247	2919	3032	3137	2871	1238	120	286	0
