0	3010	247	2926	2929	3058	2931	1182	226	183	246
3010	0	3033	1251	2884	3002	1425	3087	3162	3113	3170
247	3033	0	2926	2929	3058	2913	1184	221	260	225
2926	1251	2926	0	2711	2837	1295	2966	3083	2977	3030
2929	2884	2929	2711	0	350	2754	2069	3117	2959	3053
3058	3002	3058	2837	350	0	2871	2217	3243	3094	3174
2931	1425	2913	1295	2754	2871	0	2979	3064	2986	3051
1182	3087	1184	2966	2069	2217	2979	0	1298	1193	1260
226	3162	221	3083	3117	3243	3064	1298	0	248	106
183	3113	260	2977	2959	3094	2986	1193	248	0	266
246	3170	225	3030	3053	3174	3051	1260	106	266	0
