0	1718	1149	1792	1540	1627	1639	700	325	265	315
1718	0	1674	1801	931	1041	1685	1571	1861	1721	1781
1149	1674	0	1785	1472	1598	1616	1367	1270	1136	1230
1792	1801	1785	0	1618	1666	1672	1800	1880	1774	1828
1540	931	1472	1618	0	261	1517	1181	1682	1569	1589
1627	1041	1598	1666	261	0	1595	1281	1769	1630	1684
1639	1685	1616	1672	1517	1595	0	1678	1740	1636	1671
700	1571	1367	1800	1181	1281	1678	0	740	684	738
325	1861	1270	1880	1682	1769	1740	740	0	318	264
265	1721	1136	1774	1569	1630	1636	684	318	0	324
315	1781	1230	1828	1589	1684	1671	738	264	324	0
