0	3973	3023	3165	960	1325	2911	1065	1037	1086	975
3973	0	3886	2426	3887	3852	3631	3914	3896	3939	3867
3023	3886	0	3430	3550	3357	3280	3180	3347	3071	3295
3165	2426	3430	0	3249	3226	2968	3228	3259	3198	3196
960	3887	3550	3249	0	1021	2967	1543	1315	1071	1216
1325	3852	3357	3226	1021	0	2926	1103	925	749	905
2911	3631	3280	2968	2967	2926	0	2989	2981	2911	2914
1065	3914	3180	3228	1543	1103	2989	0	574	1286	558
1037	3896	3347	3259	1315	925	2981	574	0	1179	157
1086	3939	3071	3198	1071	749	2911	1286	1179	0	1111
975	3867	3295	3196	1216	905	2914	558	157	1111	0
