0	3842	3013	3598	1624	1642	3133	3095	3062	990	2981
3842	0	3353	3561	3656	3759	3249	3393	3368	4228	3347
3013	3353	0	4066	3925	4201	3663	659	125	2273	115
3598	3561	4066	0	3550	3673	2720	3894	4100	3786	3985
1624	3656	3925	3550	0	1027	3279	3685	3952	1769	3834
1642	3759	4201	3673	1027	0	3327	4061	4259	1893	4207
3133	3249	3663	2720	3279	3327	0	3543	3732	3389	3608
3095	3393	659	3894	3685	4061	3543	0	726	2483	679
3062	3368	125	4100	3952	4259	3732	726	0	2334	124
990	4228	2273	3786	1769	1893	3389	2483	2334	0	2274
2981	3347	115	3985	3834	4207	3608	679	124	2274	0
